trade_id,isin,listing_id,primary_ticker,currency,venue,price,phase,quantity,side,primary_mic,trade_time,bbo_timestamp,best_bid,best_ask,best_bid_min_1s,best_ask_min_1s,bbo_timestamp_min_1s,best_bid_1s,best_ask_1s,bbo_timestamp_1s,mid_price,mid_price_min_1s,mid_price_1s,slippage
295,CH0012005267,323448,NOVN,CHF,XSWX,78.44,CONTINUOUS_TRADING,-11,2,XSWX,2022-09-02 07:12:49.411,2022-09-02 07:12:49.375179000,78.44,78.46,78.44,78.46,2022-09-02 07:12:48.405175000,78.44,78.46,2022-09-02 07:12:50.064347000,78.44999999999999,78.44999999999999,78.44999999999999,1.0
296,CH0012005267,323448,NOVN,CHF,XSWX,78.45,CONTINUOUS_TRADING,-26,2,XSWX,2022-09-02 07:12:49.873,2022-09-02 07:12:49.721030000,78.43,78.45,78.44,78.46,2022-09-02 07:12:48.644364000,78.44,78.46,2022-09-02 07:12:50.758175000,78.44,78.44999999999999,78.44999999999999,0.0
297,CH0012005267,323448,NOVN,CHF,XSWX,78.5,CONTINUOUS_TRADING,-18,2,XSWX,2022-09-02 07:12:54.720,2022-09-02 07:12:54.717823000,78.5,78.53,78.46,78.48,2022-09-02 07:12:53.703223000,78.52,78.54,2022-09-02 07:12:55.627514000,78.515,78.47,78.53,1.0
298,CH0012005267,323448,NOVN,CHF,XSWX,78.52,CONTINUOUS_TRADING,-27,2,XSWX,2022-09-02 07:13:00.766,2022-09-02 07:13:00.725620000,78.52,78.54,78.52,78.53,2022-09-02 07:12:59.721410000,78.54,78.56,2022-09-02 07:13:01.673295000,78.53,78.525,78.55000000000001,1.0
299,CH0012005267,323448,NOVN,CHF,XSWX,78.54,CONTINUOUS_TRADING,-52,2,XSWX,2022-09-02 07:13:01.039,2022-09-02 07:13:01.031505000,78.54,78.56,78.52,78.53,2022-09-02 07:13:00.011748000,78.54,78.56,2022-09-02 07:13:01.935680000,78.55000000000001,78.525,78.55000000000001,1.0
300,CH0012005267,323448,NOVN,CHF,XSWX,78.55,CONTINUOUS_TRADING,-26,2,XSWX,2022-09-02 07:13:01.555,2022-09-02 07:13:01.463028000,78.53,78.55,78.52,78.53,2022-09-02 07:13:00.011748000,78.55,78.57,2022-09-02 07:13:02.394298000,78.53999999999999,78.525,78.56,0.0
301,CH0012005267,323448,NOVN,CHF,XSWX,78.51,CONTINUOUS_TRADING,-29,2,XSWX,2022-09-02 07:13:22.410,2022-09-02 07:13:22.395682000,78.51,78.53,78.51,78.53,2022-09-02 07:13:21.406360000,78.51,78.53,2022-09-02 07:13:23.150444000,78.52000000000001,78.52000000000001,78.52000000000001,1.0
302,CH0012005267,323448,NOVN,CHF,XSWX,78.51,CONTINUOUS_TRADING,-60,2,XSWX,2022-09-02 07:13:22.666,2022-09-02 07:13:22.474101000,78.51,78.53,78.51,78.53,2022-09-02 07:13:21.607951000,78.51,78.53,2022-09-02 07:13:23.150444000,78.52000000000001,78.52000000000001,78.52000000000001,1.0
303,CH0012005267,323448,NOVN,CHF,XSWX,78.49,CONTINUOUS_TRADING,-46,2,XSWX,2022-09-02 07:13:34.685,2022-09-02 07:13:34.388533000,78.49,78.51,78.49,78.51,2022-09-02 07:13:33.641832000,78.52,78.53,2022-09-02 07:13:35.676653000,78.5,78.5,78.525,1.0
304,CH0012005267,323448,NOVN,CHF,XSWX,78.53,CONTINUOUS_TRADING,-26,2,XSWX,2022-09-02 07:13:37.649,2022-09-02 07:13:37.647858000,78.52,78.53,78.52,78.53,2022-09-02 07:13:35.676653000,78.53,78.55,2022-09-02 07:13:38.441904000,78.525,78.525,78.53999999999999,0.0
305,CH0012005267,323448,NOVN,CHF,XSWX,78.59,CONTINUOUS_TRADING,-3,2,XSWX,2022-09-02 07:13:43.975,2022-09-02 07:13:43.974766000,78.58,78.59,78.58,78.59,2022-09-02 07:13:42.672418000,78.58,78.6,2022-09-02 07:13:44.384858000,78.58500000000001,78.58500000000001,78.59,0.0
306,CH0012005267,323448,NOVN,CHF,XSWX,78.6,CONTINUOUS_TRADING,-20,2,XSWX,2022-09-02 07:13:50.595,2022-09-02 07:13:50.592145000,78.59,78.6,78.59,78.6,2022-09-02 07:13:49.172229000,78.61,78.63,2022-09-02 07:13:51.055663000,78.595,78.595,78.62,0.0
307,CH0012005267,323448,NOVN,CHF,XSWX,78.56,CONTINUOUS_TRADING,-21,2,XSWX,2022-09-02 07:14:07.019,2022-09-02 07:14:06.985528000,78.56,78.58,78.56,78.57,2022-09-02 07:14:05.697288000,78.56,78.57,2022-09-02 07:14:07.481567000,78.57,78.565,78.565,1.0
308,CH0012005267,323448,NOVN,CHF,XSWX,78.56,CONTINUOUS_TRADING,-12,2,XSWX,2022-09-02 07:14:34.143,2022-09-02 07:14:34.139658000,78.55,78.56,78.54,78.56,2022-09-02 07:14:33.004973000,78.56,78.58,2022-09-02 07:14:35.141016000,78.555,78.55000000000001,78.57,0.0
309,CH0012005267,323448,NOVN,CHF,XSWX,78.58,CONTINUOUS_TRADING,-9,2,XSWX,2022-09-02 07:14:36.167,2022-09-02 07:14:36.116365000,78.57,78.58,78.56,78.58,2022-09-02 07:14:35.166929000,78.62,78.64,2022-09-02 07:14:36.969240000,78.57499999999999,78.57,78.63,0.0
310,CH0012005267,323448,NOVN,CHF,XSWX,78.61,CONTINUOUS_TRADING,-7,2,XSWX,2022-09-02 07:14:36.539,2022-09-02 07:14:36.531227000,78.6,78.61,78.56,78.58,2022-09-02 07:14:35.250441000,78.62,78.64,2022-09-02 07:14:36.969240000,78.60499999999999,78.57,78.63,0.0
311,CH0012005267,323448,NOVN,CHF,XSWX,78.63,CONTINUOUS_TRADING,-5,2,XSWX,2022-09-02 07:14:42.935,2022-09-02 07:14:42.922949000,78.62,78.63,78.62,78.63,2022-09-02 07:14:41.923726000,78.62,78.64,2022-09-02 07:14:43.412137000,78.625,78.625,78.63,0.0
312,CH0012005267,323448,NOVN,CHF,XSWX,78.64,CONTINUOUS_TRADING,-4,2,XSWX,2022-09-02 07:14:48.413,2022-09-02 07:14:47.988665000,78.63,78.64,78.62,78.64,2022-09-02 07:14:45.470366000,78.63,78.65,2022-09-02 07:14:49.312350000,78.63499999999999,78.63,78.64,0.0
313,CH0012005267,323448,NOVN,CHF,XSWX,78.63,CONTINUOUS_TRADING,-3,2,XSWX,2022-09-02 07:14:54.820,2022-09-02 07:14:53.819776000,78.61,78.63,78.61,78.63,2022-09-02 07:14:53.819776000,78.65,78.67,2022-09-02 07:14:55.366106000,78.62,78.62,78.66,0.0
314,CH0012005267,323448,NOVN,CHF,XSWX,78.67,CONTINUOUS_TRADING,-2,2,XSWX,2022-09-02 07:14:58.304,2022-09-02 07:14:57.563022000,78.66,78.67,78.66,78.67,2022-09-02 07:14:57.108533000,78.67,78.69,2022-09-02 07:14:59.287696000,78.66499999999999,78.66499999999999,78.68,0.0
315,CH0012005267,323448,NOVN,CHF,XSWX,78.64,CONTINUOUS_TRADING,-1,2,XSWX,2022-09-02 07:15:09.043,2022-09-02 07:15:08.730356000,78.64,78.65,78.64,78.65,2022-09-02 07:15:06.538633000,78.62,78.64,2022-09-02 07:15:10.016165000,78.64500000000001,78.64500000000001,78.63,1.0
316,CH0012005267,323448,NOVN,CHF,XSWX,78.63,CONTINUOUS_TRADING,-1,2,XSWX,2022-09-02 07:15:20.781,2022-09-02 07:15:20.771428000,78.61,78.63,78.61,78.62,2022-09-02 07:15:19.679484000,78.65,78.66,2022-09-02 07:15:21.420709000,78.62,78.61500000000001,78.655,0.0
317,CH0012005267,323448,NOVN,CHF,XSWX,78.66,CONTINUOUS_TRADING,-1,2,XSWX,2022-09-02 07:15:21.947,2022-09-02 07:15:21.420709000,78.65,78.66,78.65,78.66,2022-09-02 07:15:20.813473000,78.64,78.66,2022-09-02 07:15:22.372438000,78.655,78.655,78.65,0.0
318,CH0012005267,323448,NOVN,CHF,XSWX,78.62,CONTINUOUS_TRADING,-1,2,XSWX,2022-09-02 07:15:33.835,2022-09-02 07:15:33.797694000,78.62,78.64,78.62,78.64,2022-09-02 07:15:32.374733000,78.62,78.63,2022-09-02 07:15:34.510466000,78.63,78.63,78.625,1.0
1136,CH0012214059,323496,HOLN,CHF,XSWX,43.75,CONTINUOUS_TRADING,92,1,XSWX,2022-09-02 07:19:52.421,2022-09-02 07:19:51.645781000,43.75,43.77,43.75,43.77,2022-09-02 07:19:51.390548000,43.72,43.75,2022-09-02 07:19:53.387768000,43.760000000000005,43.760000000000005,43.735,0.0
1135,CH0012214059,323496,HOLN,CHF,XSWX,43.75,CONTINUOUS_TRADING,35,1,XSWX,2022-09-02 07:19:52.421,2022-09-02 07:19:51.645781000,43.75,43.77,43.75,43.77,2022-09-02 07:19:51.390548000,43.72,43.75,2022-09-02 07:19:53.387768000,43.760000000000005,43.760000000000005,43.735,0.0
977,CH0008742519,323472,SCMN,CHF,XSWX,507.0,CONTINUOUS_TRADING,6,1,XSWX,2022-09-02 07:20:00.772,2022-09-02 07:20:00.771387000,507.0,507.2,507.0,507.2,2022-09-02 07:19:55.630759000,506.8,507.0,2022-09-02 07:20:00.782907000,507.1,507.1,506.9,0.0
1029,BE0974293251,324162,ABI,EUR,XBRU,48.055,CONTINUOUS_TRADING,71,1,XBRU,2022-09-02 07:20:00.900,2022-09-02 07:20:00.748418839,48.04,48.055,48.04,48.055,2022-09-02 07:19:59.726575658,48.06,48.075,2022-09-02 07:20:01.854965063,48.0475,48.0475,48.0675,1.0
1030,BE0974293251,324162,ABI,EUR,XBRU,48.085,CONTINUOUS_TRADING,59,1,XBRU,2022-09-02 07:20:06.901,2022-09-02 07:20:06.830108840,48.07,48.085,48.075,48.085,2022-09-02 07:20:05.868056168,48.09,48.11,2022-09-02 07:20:07.882595591,48.0775,48.08,48.1,1.0
1031,BE0974293251,324162,ABI,EUR,XBRU,48.085,CONTINUOUS_TRADING,110,1,XBRU,2022-09-02 07:20:06.901,2022-09-02 07:20:06.830108840,48.07,48.085,48.075,48.085,2022-09-02 07:20:05.868056168,48.09,48.11,2022-09-02 07:20:07.882595591,48.0775,48.08,48.1,1.0
1033,BE0974293251,324162,ABI,EUR,XBRU,48.085,CONTINUOUS_TRADING,29,1,XBRU,2022-09-02 07:20:07.161,2022-09-02 07:20:07.102319820,48.075,48.085,48.07,48.085,2022-09-02 07:20:06.093134599,48.09,48.11,2022-09-02 07:20:08.018903365,48.08,48.0775,48.1,1.0
1032,BE0974293251,324162,ABI,EUR,XBRU,48.085,CONTINUOUS_TRADING,6,1,XBRU,2022-09-02 07:20:07.161,2022-09-02 07:20:07.102319820,48.075,48.085,48.07,48.085,2022-09-02 07:20:06.093134599,48.09,48.11,2022-09-02 07:20:08.018903365,48.08,48.0775,48.1,1.0
1034,BE0974293251,324162,ABI,EUR,XBRU,48.1,CONTINUOUS_TRADING,59,1,XBRU,2022-09-02 07:20:07.745,2022-09-02 07:20:07.554294505,48.085,48.1,48.07,48.085,2022-09-02 07:20:06.093134599,48.1,48.11,2022-09-02 07:20:08.558973490,48.0925,48.0775,48.105000000000004,1.0
1035,BE0974293251,324162,ABI,EUR,XBRU,48.145,CONTINUOUS_TRADING,42,1,XBRU,2022-09-02 07:20:39.753,2022-09-02 07:20:39.749088737,48.145,48.155,48.145,48.155,2022-09-02 07:20:38.418103349,48.135,48.155,2022-09-02 07:20:40.193131670,48.150000000000006,48.150000000000006,48.144999999999996,0.0
1036,BE0974293251,324162,ABI,EUR,XBRU,48.145,CONTINUOUS_TRADING,29,1,XBRU,2022-09-02 07:20:54.784,2022-09-02 07:20:54.551689826,48.145,48.155,48.145,48.155,2022-09-02 07:20:51.546792008,48.13,48.145,2022-09-02 07:20:55.759096921,48.150000000000006,48.150000000000006,48.1375,0.0
1037,BE0974293251,324162,ABI,EUR,XBRU,48.13,CONTINUOUS_TRADING,29,1,XBRU,2022-09-02 07:20:57.046,2022-09-02 07:20:57.041361173,48.13,48.14,48.13,48.145,2022-09-02 07:20:55.759096921,48.115,48.135,2022-09-02 07:20:57.360971215,48.135000000000005,48.1375,48.125,0.0
978,CH0008742519,323472,SCMN,CHF,XSWX,506.8,CONTINUOUS_TRADING,6,1,XSWX,2022-09-02 07:20:57.862,2022-09-02 07:20:57.847959000,506.8,507.2,506.8,507.2,2022-09-02 07:20:56.009313000,506.6,507.0,2022-09-02 07:20:58.133456000,507.0,507.0,506.8,0.0
1038,BE0974293251,324162,ABI,EUR,XBRU,48.12,CONTINUOUS_TRADING,30,1,XBRU,2022-09-02 07:21:07.529,2022-09-02 07:21:06.410956448,48.12,48.13,48.12,48.13,2022-09-02 07:21:06.410956448,48.095,48.11,2022-09-02 07:21:08.450295201,48.125,48.125,48.1025,0.0
1039,BE0974293251,324162,ABI,EUR,XBRU,48.11,CONTINUOUS_TRADING,71,1,XBRU,2022-09-02 07:21:16.452,2022-09-02 07:21:16.084248840,48.1,48.11,48.095,48.11,2022-09-02 07:21:15.396033665,48.1,48.12,2022-09-02 07:21:17.362572748,48.105000000000004,48.1025,48.11,1.0
1040,BE0974293251,324162,ABI,EUR,XBRU,48.11,CONTINUOUS_TRADING,13,1,XBRU,2022-09-02 07:21:16.452,2022-09-02 07:21:16.084248840,48.1,48.11,48.095,48.11,2022-09-02 07:21:15.396033665,48.1,48.12,2022-09-02 07:21:17.362572748,48.105000000000004,48.1025,48.11,1.0
1137,CH0012214059,323496,HOLN,CHF,XSWX,43.9,CONTINUOUS_TRADING,185,1,XSWX,2022-09-02 07:21:22.534,2022-09-02 07:21:21.405426000,43.9,43.92,43.9,43.92,2022-09-02 07:21:21.405426000,43.89,43.91,2022-09-02 07:21:23.200710000,43.91,43.91,43.9,0.0
1041,BE0974293251,324162,ABI,EUR,XBRU,48.145,CONTINUOUS_TRADING,39,1,XBRU,2022-09-02 07:22:13.063,2022-09-02 07:22:13.047091653,48.145,48.155,48.145,48.16,2022-09-02 07:22:11.489800194,48.135,48.15,2022-09-02 07:22:13.361951616,48.150000000000006,48.1525,48.1425,0.0
1042,BE0974293251,324162,ABI,EUR,XBRU,48.175,CONTINUOUS_TRADING,31,1,XBRU,2022-09-02 07:22:40.735,2022-09-02 07:22:40.522773306,48.175,48.19,48.175,48.19,2022-09-02 07:22:39.615142990,48.175,48.185,2022-09-02 07:22:41.305276657,48.1825,48.1825,48.18,0.0
1043,BE0974293251,324162,ABI,EUR,XBRU,48.215,CONTINUOUS_TRADING,22,1,XBRU,2022-09-02 07:22:57.155,2022-09-02 07:22:57.151930660,48.215,48.23,48.215,48.23,2022-09-02 07:22:55.924660593,48.225,48.235,2022-09-02 07:22:58.099496738,48.2225,48.2225,48.230000000000004,0.0
1044,BE0974293251,324162,ABI,EUR,XBRU,48.225,CONTINUOUS_TRADING,38,1,XBRU,2022-09-02 07:23:09.558,2022-09-02 07:23:09.114396762,48.225,48.235,48.225,48.235,2022-09-02 07:23:05.930021319,48.2,48.215,2022-09-02 07:23:10.266279671,48.230000000000004,48.230000000000004,48.2075,0.0
1045,BE0974293251,324162,ABI,EUR,XBRU,48.2,CONTINUOUS_TRADING,25,1,XBRU,2022-09-02 07:23:24.990,2022-09-02 07:23:23.550394803,48.2,48.215,48.2,48.215,2022-09-02 07:23:23.550394803,48.16,48.185,2022-09-02 07:23:25.826497261,48.2075,48.2075,48.1725,0.0
1046,BE0974293251,324162,ABI,EUR,XBRU,48.165,CONTINUOUS_TRADING,25,1,XBRU,2022-09-02 07:23:28.106,2022-09-02 07:23:27.928051039,48.165,48.175,48.165,48.175,2022-09-02 07:23:26.800239907,48.165,48.185,2022-09-02 07:23:28.929980973,48.17,48.17,48.175,0.0
979,CH0008742519,323472,SCMN,CHF,XSWX,508.0,CONTINUOUS_TRADING,7,1,XSWX,2022-09-02 07:23:29.687,2022-09-02 07:23:09.590435000,508.0,508.4,508.0,508.4,2022-09-02 07:23:09.590435000,507.8,508.2,2022-09-02 07:23:30.685989000,508.2,508.2,508.0,0.0
1047,BE0974293251,324162,ABI,EUR,XBRU,48.175,CONTINUOUS_TRADING,83,1,XBRU,2022-09-02 07:23:31.162,2022-09-02 07:23:30.940832251,48.16,48.175,48.16,48.185,2022-09-02 07:23:30.107198576,48.18,48.19,2022-09-02 07:23:31.837153472,48.1675,48.1725,48.185,1.0
1048,BE0974293251,324162,ABI,EUR,XBRU,48.185,CONTINUOUS_TRADING,125,1,XBRU,2022-09-02 07:23:31.825,2022-09-02 07:23:31.450190490,48.17,48.185,48.16,48.175,2022-09-02 07:23:30.602434227,48.18,48.19,2022-09-02 07:23:31.837153472,48.1775,48.1675,48.185,1.0
1049,BE0974293251,324162,ABI,EUR,XBRU,48.18,CONTINUOUS_TRADING,35,1,XBRU,2022-09-02 07:23:38.748,2022-09-02 07:23:34.044446185,48.18,48.19,48.18,48.19,2022-09-02 07:23:34.044446185,48.17,48.19,2022-09-02 07:23:39.680698242,48.185,48.185,48.18,0.0
1050,BE0974293251,324162,ABI,EUR,XBRU,48.185,CONTINUOUS_TRADING,43,1,XBRU,2022-09-02 07:24:17.385,2022-09-02 07:24:14.635187487,48.185,48.195,48.185,48.195,2022-09-02 07:24:14.635187487,48.17,48.19,2022-09-02 07:24:18.294876279,48.19,48.19,48.18,0.0
1051,BE0974293251,324162,ABI,EUR,XBRU,48.185,CONTINUOUS_TRADING,44,1,XBRU,2022-09-02 07:24:17.440,2022-09-02 07:24:17.417519605,48.17,48.19,48.185,48.195,2022-09-02 07:24:14.635187487,48.17,48.19,2022-09-02 07:24:18.294876279,48.18,48.19,48.18,0.7500000000001776
1052,BE0974293251,324162,ABI,EUR,XBRU,48.18,CONTINUOUS_TRADING,34,1,XBRU,2022-09-02 07:24:33.751,2022-09-02 07:24:33.750902952,48.18,48.195,48.18,48.195,2022-09-02 07:24:32.070666706,48.17,48.185,2022-09-02 07:24:34.358454556,48.1875,48.1875,48.1775,0.0
1188,BE0003593044,324084,COFB,EUR,XBRU,99.45,CONTINUOUS_TRADING,14,1,XBRU,2022-09-02 07:24:33.976,2022-09-02 07:23:21.155713971,99.45,99.55,99.45,99.55,2022-09-02 07:23:21.155713971,99.3,99.5,2022-09-02 07:24:34.331237110,99.5,99.5,99.4,0.0
1053,BE0974293251,324162,ABI,EUR,XBRU,48.15,CONTINUOUS_TRADING,32,1,XBRU,2022-09-02 07:24:48.172,2022-09-02 07:24:45.936384679,48.15,48.155,48.15,48.155,2022-09-02 07:24:45.936384679,48.15,48.165,2022-09-02 07:24:49.163617078,48.1525,48.1525,48.1575,0.0
1054,BE0974293251,324162,ABI,EUR,XBRU,48.175,CONTINUOUS_TRADING,10,1,XBRU,2022-09-02 07:25:15.339,2022-09-02 07:25:11.062287021,48.175,48.185,48.175,48.185,2022-09-02 07:25:11.062287021,48.155,48.175,2022-09-02 07:25:16.205517281,48.18,48.18,48.165,0.0
1055,BE0974293251,324162,ABI,EUR,XBRU,48.175,CONTINUOUS_TRADING,23,1,XBRU,2022-09-02 07:25:15.339,2022-09-02 07:25:11.062287021,48.175,48.185,48.175,48.185,2022-09-02 07:25:11.062287021,48.155,48.175,2022-09-02 07:25:16.205517281,48.18,48.18,48.165,0.0
980,CH0008742519,323472,SCMN,CHF,XSWX,508.6,CONTINUOUS_TRADING,6,1,XSWX,2022-09-02 07:25:16.047,2022-09-02 07:25:14.660379000,508.6,509.0,508.6,509.0,2022-09-02 07:25:14.660379000,508.4,508.8,2022-09-02 07:25:16.062443000,508.8,508.8,508.6,0.0
1056,BE0974293251,324162,ABI,EUR,XBRU,48.175,CONTINUOUS_TRADING,38,1,XBRU,2022-09-02 07:25:33.720,2022-09-02 07:25:33.596096475,48.175,48.185,48.175,48.19,2022-09-02 07:25:31.281360288,48.145,48.16,2022-09-02 07:25:34.205937087,48.18,48.1825,48.1525,0.0
1057,BE0974293251,324162,ABI,EUR,XBRU,48.155,CONTINUOUS_TRADING,35,1,XBRU,2022-09-02 07:25:39.100,2022-09-02 07:25:38.636343026,48.155,48.165,48.155,48.165,2022-09-02 07:25:36.998080541,48.145,48.155,2022-09-02 07:25:39.786048375,48.16,48.16,48.150000000000006,0.0
1058,BE0974293251,324162,ABI,EUR,XBRU,48.14,CONTINUOUS_TRADING,24,1,XBRU,2022-09-02 07:25:42.750,2022-09-02 07:25:42.732976871,48.14,48.145,48.145,48.155,2022-09-02 07:25:41.638241610,48.13,48.14,2022-09-02 07:25:43.386693342,48.1425,48.150000000000006,48.135000000000005,0.0
981,CH0008742519,323472,SCMN,CHF,XSWX,508.4,CONTINUOUS_TRADING,2,1,XSWX,2022-09-02 07:25:44.678,2022-09-02 07:25:44.663164000,508.4,508.8,508.4,508.8,2022-09-02 07:25:37.978748000,508.0,508.4,2022-09-02 07:25:45.621132000,508.6,508.6,508.2,0.0
1060,BE0974293251,324162,ABI,EUR,XBRU,48.14,CONTINUOUS_TRADING,116,1,XBRU,2022-09-02 07:25:47.950,2022-09-02 07:25:44.405711288,48.125,48.14,48.125,48.14,2022-09-02 07:25:44.405711288,48.135,48.145,2022-09-02 07:25:48.600611164,48.1325,48.1325,48.14,1.0
1059,BE0974293251,324162,ABI,EUR,XBRU,48.14,CONTINUOUS_TRADING,125,1,XBRU,2022-09-02 07:25:47.950,2022-09-02 07:25:44.405711288,48.125,48.14,48.125,48.14,2022-09-02 07:25:44.405711288,48.135,48.145,2022-09-02 07:25:48.600611164,48.1325,48.1325,48.14,1.0
1061,BE0974293251,324162,ABI,EUR,XBRU,48.145,CONTINUOUS_TRADING,68,1,XBRU,2022-09-02 07:25:48.596,2022-09-02 07:25:48.589940250,48.13,48.145,48.125,48.14,2022-09-02 07:25:44.405711288,48.13,48.14,2022-09-02 07:25:49.454323687,48.1375,48.1325,48.135000000000005,1.0
1062,BE0974293251,324162,ABI,EUR,XBRU,48.135,CONTINUOUS_TRADING,3,1,XBRU,2022-09-02 07:25:49.080,2022-09-02 07:25:49.011142124,48.135,48.145,48.135,48.145,2022-09-02 07:25:47.962134011,48.115,48.13,2022-09-02 07:25:50.076749689,48.14,48.14,48.1225,0.0
1138,CH0012214059,323496,HOLN,CHF,XSWX,44.13,CONTINUOUS_TRADING,44,1,XSWX,2022-09-02 07:25:49.205,2022-09-02 07:25:49.199772000,44.13,44.15,44.13,44.15,2022-09-02 07:25:43.808774000,44.11,44.13,2022-09-02 07:25:49.807089000,44.14,44.14,44.120000000000005,0.0
1063,BE0974293251,324162,ABI,EUR,XBRU,48.135,CONTINUOUS_TRADING,36,1,XBRU,2022-09-02 07:25:49.219,2022-09-02 07:25:49.208371116,48.135,48.145,48.135,48.145,2022-09-02 07:25:47.962134011,48.115,48.13,2022-09-02 07:25:50.076749689,48.14,48.14,48.1225,0.0
1064,BE0974293251,324162,ABI,EUR,XBRU,48.12,CONTINUOUS_TRADING,57,1,XBRU,2022-09-02 07:26:00.951,2022-09-02 07:25:59.949251454,48.11,48.12,48.11,48.12,2022-09-02 07:25:59.949251454,48.125,48.135,2022-09-02 07:26:01.753277919,48.114999999999995,48.114999999999995,48.129999999999995,1.0
